"species_code","common_name","scientific_name","bird_group","status_note","brief_description"
"TOXOSTOMA_RUFUM","Brown Thrasher","Toxostoma rufum","Mockingbirds and Thrashers","No special state or federal status code shown","Mockingbirds and Thrashers. Range: breeds in riparian woodland, forest edge, thickets in tall grass prairie, and dense shrubs, from southeastern Alberta eastwards to Nova Scotia (south-central to southeastern Canada), southwards to eastern Texas, the Gulf coast, and southern Florida; winters in southern half of range Indiana listing: No special state or federal status code shown."
"MOLOTHRUS_ATER","Brown-headed Cowbird","Molothrus ater","Blackbirds and Orioles","No special state or federal status code shown","Blackbirds and Orioles. Range: grassland with scattered trees, thickets, and fields from far southeastern Alaska and northwestern Canada eastwards to Labrador (eastern Canada), and southwards across the USA to northern Baja California, central Mexico (Michoacan), the Gulf of Mexico coast in the US and central Florida; winters to southern Baja California and Oaxaca (southwestern Mexico), southern Florida, and the Bahamas Indiana listing: No special state or federal status code shown."
"CALIDRIS_SUBRUFICOLLIS","Buff-breasted Sandpiper","Calidris subruficollis","Sandpipers and Phalaropes","Indiana Special Concern","Sandpipers and Phalaropes. Range: breeds high Arctic dry coastal tundra from Wrangel Island (northeastern Siberia) eastward through Alaskan North Slope to northeastern Canada, including Arctic islands from Banks to Devon; migrates to grassland of southeastern Brazil and Uruguay to central Argentina; prone to extreme vagrancy worldwide Indiana listing: Indiana Special Concern."
"BUCEPHALA_ALBEOLA","Bufflehead","Bucephala albeola","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds subarctic west-central Alaska and Canada eastward to eastern Quebec and (locally) northwestern and north-central USA; winters to central Mexico and northern Florida Indiana listing: No special state or federal status code shown."
"ICTERUS_BULLOCKII","Bullock's Oriole","Icterus bullockii","Blackbirds and Orioles","No special state or federal status code shown","Blackbirds and Orioles. Range: breeds southwestern Canada southward through western USA to northern Mexico; winters northern Mexico southward to Guatemala Indiana listing: No special state or federal status code shown."
"ATHENE_CUNICULARIA","Burrowing Owl","Athene cunicularia","Typical Owls","No special state or federal status code shown","Typical Owls. Range: various grassland, steppe and arid habitats from south-central Canada southward across western and west-central US to southern Baja California, southern Florida and southward across Mexico to (more locally and seasonally) western Costa Rica; Bahamas, Hispaniola and locally in Cuba; in South America in the lowlands of northern Colombia and western Venezuela, the R<U+00ED>o Cauca and R<U+00ED>o Magdalena valleys of central Colombia and central Andean valleys of Ecuador and northern Peru; coastal southwestern Ecuador southward to southern Chile and in the Andes southward to southern Argentina; also in the llanos and locally across the Amazon River basin (mostly along river islands and sandbanks) from central Venezuela and western Guyana, and in interior and eastern Brazil, southward to southern Argentina, in the provinces of Rio Negro and Chubut; also in Aruba and (extinct) in Guadaloupe, Nevis and Antigua Indiana listing: No special state or federal status code shown."
"BRANTA_HUTCHINSII","Cackling Goose","Branta hutchinsii","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds high Arctic of North America; winters western and central USA Indiana listing: No special state or federal status code shown."
"LARUS_CALIFORNICUS","California Gull","Larus californicus","Gulls, Terns, and Skimmers","No special state or federal status code shown","Gulls, Terns, and Skimmers. Range: breeds on islands in lakes and rivers of central Northwest Territories to central Manitoba (central Canada) to northeastern South Dakota; eastern Washington to Montana and southward to Colorado and central California; winters on coast from southern British Columbia (southwestern Canada) to west-central Mexico Indiana listing: No special state or federal status code shown."
"APHELOCOMA_CALIFORNICA","California Scrub-Jay","Aphelocoma californica","Jays, Magpies, Crows, and Ravens","No special state or federal status code shown","Jays, Magpies, Crows, and Ravens. Western scrub and oak woodland species of California, Baja California, and adjacent southwestern Oregon; an Indiana-occurrence record is retained from the state checklist. Indiana listing: No special state or federal status code shown."
"APHELOCOMA_WOODHOUSEII","Woodhouse's Scrub-Jay","Aphelocoma woodhouseii","Jays, Magpies, Crows, and Ravens","No special state or federal status code shown","Jays, Magpies, Crows, and Ravens. Arid interior scrub, pinyon-juniper, and oak woodland species of the interior Southwest and Great Basin; an Indiana-occurrence record is retained from the state checklist. Indiana listing: No special state or federal status code shown."
"SELASPHORUS_CALLIOPE","Calliope Hummingbird","Selasphorus calliope","Hummingbirds","No special state or federal status code shown","Hummingbirds. Range: breeds mountains of British Columbia to southwestern USA and northern Baja California; winters to southern Mexico Indiana listing: No special state or federal status code shown."
"BRANTA_CANADENSIS","Canada Goose","Branta canadensis","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds most of North America; winters mostly USA Indiana listing: No special state or federal status code shown."
"CARDELLINA_CANADENSIS","Canada Warbler","Cardellina canadensis","New World Warblers","No special state or federal status code shown","New World Warblers. Range: breeds eastern North America; winters Panama and mountains of northwestern South America Indiana listing: No special state or federal status code shown."
"AYTHYA_VALISINERIA","Canvasback","Aythya valisineria","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds North America from northern Alaska and western Canada southward through northern California, southern Colorado, and Minnesota (USA); winters to central Mexico Indiana listing: No special state or federal status code shown."
"SETOPHAGA_TIGRINA","Cape May Warbler","Setophaga tigrina","New World Warblers","No special state or federal status code shown","New World Warblers. Range: breeds Canada and northeastern USA; winters mainly West Indies Indiana listing: No special state or federal status code shown."
"POECILE_CAROLINENSIS","Carolina Chickadee","Poecile carolinensis","Chickadees and Titmice","No special state or federal status code shown","Chickadees and Titmice. Range: swamp, pine, and hardwood forest, riparian woodland, and scrub from southern Kansas eastwards to northern Ohio, northern Indiana, southern Pennsylvania, and northern New Jersey (east-central USA) southwards to south-central Texas, Gulf coast, and northern Florida (southeastern USA) Indiana listing: No special state or federal status code shown."
"THRYOTHORUS_LUDOVICIANUS","Carolina Wren","Thryothorus ludovicianus","Wrens","No special state or federal status code shown","Wrens. Range: disjunctly in cypress swamps, shrubby ravines, and various woodland and shrubby habitats from far southern Ontario and far western Quebec (southeastern Canada) southwards in eastern USA from eastern Kansas to eastern San Luis Potosi (east-central Mexico), Gulf coast, and southern Florida, in Yucatan Peninsula including northern Guatemala and northern Belize, and in southwestern Honduras and northernwestern Nicaragua Indiana listing: No special state or federal status code shown."
"HYDROPROGNE_CASPIA","Caspian Tern","Hydroprogne caspia","Gulls, Terns, and Skimmers","No special state or federal status code shown","Gulls, Terns, and Skimmers. Range: breeds patchily coastal Baltic Sea and inland southeast Europe to western Mongolia and Ussuriland (southeastern Russia) and northeastern China and southern Asian coasts; coastal and inland western and southern Africa; Europa (west of southern Madagascar, Mozambique Channel), coastal Madagascar and Aldabra group (southwestern Seychelles); coastal and inland northern and eastern Australia, coastal New Zealand (North, South and Stewart islands); inland Northwest Territories to northeastern Canada, in south to central California and Great Lakes; winters to coastal Africa, Red Sea, Persian Gulf, India, Thailand, Malay Peninsula, and Vietnam; eastern Pacific and Caribbean to Panama Indiana listing: No special state or federal status code shown."
"PEUCAEA_CASSINII","Cassin's Sparrow","Peucaea cassinii","Sparrows","No special state or federal status code shown","Sparrows. Range: breeds arid southwestern USA and adjacent northern Mexico; winters to central Mexico Indiana listing: No special state or federal status code shown."
